version:2
grid:
0,-29,9,0,2
2340,-29,9,1,1
1,-29,8,0,2
2339,-29,8,1,1
2,-29,7,0,2
2338,-29,7,1,1
3,-29,6,0,2
2337,-29,6,1,1
4,-29,5,0,2
2341,-29,5,1,1
5,-29,4,0,2
2342,-29,4,1,1
6,-29,3,0,2
2343,-29,3,1,1
1210,-29,2,2,2,False
1281,-29,2,1,2
1211,-29,1,2,2,False
1282,-29,1,1,2
9,-29,0,0,2
1283,-29,0,1,2
10,-29,-1,0,2
1284,-29,-1,1,2
11,-29,-2,0,2
1285,-29,-2,1,2
12,-29,-3,0,2
2372,-29,-3,1,1
13,-29,-4,0,2
2373,-29,-4,1,1
14,-29,-5,0,2
2374,-29,-5,1,1
15,-29,-6,0,2
2375,-29,-6,1,1
16,-29,-7,0,2
2376,-29,-7,1,1
17,-29,10,0,2
2236,-29,10,1,1
18,-28,10,0,2
2235,-28,10,1,1
19,-27,10,0,2
2234,-27,10,1,1
20,-26,10,0,2
2233,-26,10,1,1
21,-25,10,0,2
2232,-25,10,1,1
22,-24,10,0,2
2231,-24,10,1,1
23,-23,10,0,2
2230,-23,10,1,1
1507,-22,9,1,0
26,-22,10,0,2
2229,-22,10,1,1
27,-21,10,0,2
2228,-21,10,1,1
28,-20,10,0,2
2227,-20,10,1,1
29,-19,10,0,2
2226,-19,10,1,1
30,-18,10,0,2
2225,-18,10,1,1
31,-17,10,0,2
2224,-17,10,1,1
32,-16,10,0,2
2285,-16,10,1,1
33,-15,10,0,2
2284,-15,10,1,1
34,-14,10,0,2
2283,-14,10,1,1
35,-13,10,0,2
2282,-13,10,1,1
36,-12,10,0,2
2281,-12,10,1,1
37,-11,10,0,2
2280,-11,10,1,1
2034,-10,10,1,2
2219,-10,10,2,3,False
2035,-9,10,1,2
2220,-9,10,2,3,False
40,-8,10,0,2
2279,-8,10,1,1
41,-7,10,0,2
2278,-7,10,1,1
42,-6,10,0,2
2277,-6,10,1,1
43,-5,10,0,2
2276,-5,10,1,1
44,-4,10,0,2
2275,-4,10,1,1
45,-3,10,0,2
2274,-3,10,1,1
46,-2,10,0,2
2273,-2,10,1,1
47,-1,10,0,2
2286,-1,10,1,1
48,0,10,0,2
2287,0,10,1,1
49,1,10,0,2
2288,1,10,1,1
50,2,10,0,2
2289,2,10,1,1
51,3,10,0,2
2290,3,10,1,1
52,4,10,0,2
2291,4,10,1,1
53,5,10,0,2
2292,5,10,1,1
54,6,10,0,2
2293,6,10,1,1
55,7,10,0,2
2294,7,10,1,1
56,8,10,0,2
2295,8,10,1,1
57,9,10,0,2
2296,9,10,1,1
58,10,10,0,2
2297,10,10,1,1
59,11,10,0,2
2298,11,10,1,1
60,11,9,0,2
2299,11,9,1,1
61,11,8,0,2
2300,11,8,1,1
62,11,7,0,2
2301,11,7,1,1
1397,10,7,1,0
64,11,6,0,2
2302,11,6,1,1
65,11,5,0,2
2303,11,5,1,1
66,11,4,0,2
2304,11,4,1,1
67,11,3,0,2
2305,11,3,1,1
1212,11,2,2,2,False
1244,11,2,1,2
1213,11,1,2,2,False
1245,11,1,1,2
70,11,0,0,2
2397,11,0,1,1
71,11,-1,0,2
2398,11,-1,1,1
72,11,-2,0,2
2399,11,-2,1,1
73,11,-3,0,2
2400,11,-3,1,1
74,11,-4,0,2
2429,11,-4,1,1
75,11,-5,0,2
2430,11,-5,1,1
76,11,-6,0,2
2431,11,-6,1,1
77,11,-7,0,2
2432,11,-7,1,1
78,-29,-8,0,2
2377,-29,-8,1,1
79,-28,-8,0,2
2378,-28,-8,1,1
80,-27,-8,0,2
2379,-27,-8,1,1
81,-26,-8,0,2
2380,-26,-8,1,1
82,-25,-8,0,2
2381,-25,-8,1,1
83,-24,-8,0,2
2382,-24,-8,1,1
84,-23,-8,0,2
2383,-23,-8,1,1
85,-22,-8,0,2
2384,-22,-8,1,1
86,-21,-8,0,2
2385,-21,-8,1,1
87,-20,-8,0,2
2386,-20,-8,1,1
88,-19,-8,0,2
