version:2
grid:
0,-17,9,0,2
427,-17,9,1,0
1,-17,8,0,2
2,-17,7,0,2
3,-17,6,0,2
4,-17,5,0,0
5,-17,4,0,0
6,-17,3,0,0
7,-17,2,0,0
8,-17,1,0,0
9,-17,0,0,0
10,-17,-1,0,0
11,-17,-2,0,0
12,-17,-3,0,0
13,-17,-4,0,0
14,-17,-5,0,0
15,-17,-6,0,0
16,-17,-7,0,0
17,-17,-8,0,0
18,-17,-9,0,0
19,-17,-10,0,0
20,-17,-11,0,0
21,-17,-12,0,0
22,-17,-13,0,0
23,-17,-14,0,2
24,-17,-15,0,2
25,-17,-16,0,2
26,-17,-17,0,2
27,-16,-17,0,0
28,-15,-17,0,0
29,-14,-17,0,0
30,-13,-17,0,0
31,-12,-17,0,0
32,-11,-17,0,0
33,-10,-17,0,0
34,-9,-17,0,0
35,-8,-17,0,0
36,-7,-17,0,2
1065,-7,-17,1,1
37,-6,-17,0,2
1066,-6,-17,1,1
38,-5,-17,0,2
1067,-5,-17,1,1
39,-4,-17,0,2
1068,-4,-17,1,1
40,-3,-17,0,0
1069,-3,-17,1,1
41,-2,-17,0,0
1070,-2,-17,1,1
42,-1,-17,0,0
43,0,-17,0,0
44,1,-17,0,0
992,1,-17,1,1
45,2,-17,0,0
991,2,-17,1,1
46,3,-17,0,0
990,3,-17,1,1
47,4,-17,0,0
989,4,-17,1,1
48,5,-17,0,2
988,5,-17,1,1
49,6,-17,0,2
987,6,-17,1,1
50,7,-17,0,2
986,7,-17,1,1
51,8,-17,0,2
985,8,-17,1,1
52,9,-17,0,0
53,10,-17,0,0
54,11,-17,0,0
55,12,-17,0,0
56,13,-17,0,0
57,14,-17,0,0
58,15,-17,0,0
59,16,-17,0,0
60,18,-15,0,2
61,18,-16,0,2
62,18,-17,0,2
63,17,-17,0,0
64,-14,5,0,3
755,-14,5,1,1
65,-14,-2,0,3
748,-14,-2,1,1
66,-16,3,4,
532,-16,3,1,1
67,-14,-3,0,3
747,-14,-3,1,1
68,-14,-4,0,3
746,-14,-4,1,1
69,-14,-5,0,3
745,-14,-5,1,1
70,-14,-6,0,3
744,-14,-6,1,1
71,-14,-7,0,3
743,-14,-7,1,1
72,-14,-8,0,3
742,-14,-8,1,1
73,-14,-9,0,3
741,-14,-9,1,1
74,-12,5,0,0
758,-12,5,1,1
75,-12,2,0,0
757,-12,2,1,1
76,-13,2,0,0
756,-13,2,1,1
77,-13,-1,0,0
761,-13,-1,1,1
78,-14,-11,0,3
739,-14,-11,1,1
79,-3,6,0,0
853,-3,6,1,1
80,-14,-10,0,3
740,-14,-10,1,1
81,-14,-12,0,3
738,-14,-12,1,1
82,-14,-13,0,3
737,-14,-13,1,1
83,-13,5,0,0
759,-13,5,1,1
84,-11,2,0,0
731,-11,2,1,1
85,-11,4,0,0
733,-11,4,1,1
86,-11,5,0,0
734,-11,5,1,1
87,16,9,0,0
88,15,9,0,0
89,14,9,0,0
90,13,9,0,0
91,12,9,0,0
92,11,9,0,0
93,10,9,0,0
94,9,9,0,0
95,8,9,0,2
96,8,8,0,2
97,8,7,0,2
98,8,6,0,2
99,-16,9,0,0
428,-16,9,1,0
100,-15,9,0,0
429,-15,9,1,0
101,-14,9,0,0
430,-14,9,1,0
102,-13,9,0,0
431,-13,9,1,0
103,-12,9,0,0
432,-12,9,1,0
104,-11,9,0,0
433,-11,9,1,0
105,-10,9,0,0
434,-10,9,1,0
106,-9,9,0,0
435,-9,9,1,0
107,-4,6,0,0
854,-4,6,1,1
108,-5,6,0,0
855,-5,6,1,1
109,-6,6,0,0
856,-6,6,1,1
110,-7,6,0,2
111,17,9,0,0
112,-7,7,0,2
439,-7,7,1,0
113,-7,8,0,2
438,-7,8,1,0
114,-7,9,0,2
437,-7,9,1,0
115,-8,9,0,0
436,-8,9,1,0
116,-2,6,0,0
852,-2,6,1,1
117,-1,6,0,0
851,-1,6,1,1
118,0,6,0,0
850,0,6,1,1
119,1,6,0,0
849,1,6,1,1
120,2,6,0,0
848,2,6,1,1
121,3,6,0,0
847,3,6,1,1
122,4,6,0,0
846,4,6,1,1
123,5,6,0,0
845,5,6,1,1
124,6,6,0,0
844,6,6,1,1
125,7,6,0,0
843,7,6,1,1
126,-14,4,0,3
754,-14,4,1,1
127,-14,3,0,3
753,-14,3,1,1
128,-14,2,0,3
752,-14,2,1,1
129,-14,1,0,3
751,-14,1,1,1
130,-14,0,0,3
750,-14,0,1,1
131,-14,-1,0,3
749,-14,-1,1,1
132,18,-14,0,2
133,18,-13,0,0
134,18,-12,0,0
135,18,-11,0,0
136,18,-10,0,0
137,18,-9,0,0
138,18,-8,0,0
139,18,-7,0,0
140,18,-6,0,0
141,18,-5,0,0
142,18,-4,0,0
143,18,-3,0,0
144,18,-2,0,0
145,18,-1,0,0
146,18,0,0,0
147,18,1,0,0
148,18,2,0,0
149,18,3,0,0
150,18,4,0,0
151,18,5,0,0
152,18,6,0,2
153,18,7,0,2
154,18,8,0,2
155,18,9,0,2
156,-12,-1,0,0
760,-12,-1,1,1
157,-11,-1,0,0
728,-11,-1,1,1
158,-11,0,0,0
729,-11,0,1,1
159,-13,-4,0,0
762,-13,-4,1,1
160,-12,-4,0,0
763,-12,-4,1,1
161,-11,-4,0,0
725,-11,-4,1,1
162,-11,-3,0,0
726,-11,-3,1,1
163,-13,-7,0,0
765,-13,-7,1,1
164,-12,-7,0,0
764,-12,-7,1,1
165,-11,-7,0,0
722,-11,-7,1,1
166,-11,-6,0,0
723,-11,-6,1,1
167,-13,-10,0,0
766,-13,-10,1,1
168,-12,-10,0,0
767,-12,-10,1,1
169,-11,-10,0,0
719,-11,-10,1,1
170,-11,-9,0,0
720,-11,-9,1,1
171,-13,-13,0,0
736,-13,-13,1,1
172,-12,-13,0,0
735,-12,-13,1,1
173,-11,-13,0,0
716,-11,-13,1,1
174,-11,-12,0,0
717,-11,-12,1,1
175,-7,-16,0,2
1064,-7,-16,1,1
176,-7,-15,0,2
1063,-7,-15,1,1
177,-7,-14,0,2
1062,-7,-14,1,1
178,-7,-13,0,2
1061,-7,-13,1,1
179,-7,-12,0,2
1060,-7,-12,1,1
1103,-4,-12,1,0
181,-3,-12,0,0
182,-2,-12,0,0
1115,-2,-12,1,0
183,-1,-12,0,0
184,0,-13,0,0
185,0,-12,0,0
1116,0,-12,1,0
186,0,-14,0,0
187,0,-15,0,0
188,0,-16,0,0
189,1,-16,0,0
190,1,-15,0,0
191,1,-14,0,0
192,1,-13,0,0
193,1,-12,0,0
194,2,-12,0,0
195,3,-12,0,0
196,4,-12,0,0
197,5,-12,0,0
198,8,-16,0,2
984,8,-16,1,1
199,8,-15,0,2
983,8,-15,1,1
200,8,-14,0,2
982,8,-14,1,1
201,8,-13,0,2
981,8,-13,1,1
202,8,-12,0,2
980,8,-12,1,1
203,-4,-13,5,0
632,-4,-13,1,0
1265,5,-13,1,0
205,-6,-16,8,
1071,-6,-16,1,0
206,-6,-15,8,
1072,-6,-15,1,0
207,-6,-14,8,
1073,-6,-14,1,0
208,-6,5,0,0
857,-6,5,1,1
209,-6,4,0,0
858,-6,4,1,1
210,-6,3,0,0
859,-6,3,1,1
211,-6,2,0,0
860,-6,2,1,1
212,-6,1,0,0
861,-6,1,1,1
213,-5,1,0,0
862,-5,1,1,1
214,-4,1,0,0
473,-4,1,1,0
215,-3,1,0,0
472,-3,1,1,0
216,-2,1,0,0
471,-2,1,1,0
217,-1,1,0,0
863,-1,1,1,1
218,2,1,0,0
864,2,1,1,1
219,3,1,0,0
865,3,1,1,1
220,4,1,0,0
866,4,1,1,1
221,5,1,0,0
867,5,1,1,1
222,6,1,0,0
868,6,1,1,1
223,7,1,0,0
838,7,1,1,1
224,7,2,0,0
839,7,2,1,1
225,7,3,0,0
840,7,3,1,1
226,7,4,0,0
841,7,4,1,1
227,7,5,0,0
842,7,5,1,1
228,-7,-3,0,0
774,-7,-3,1,1
229,-7,-4,0,0
773,-7,-4,1,1
