version:2
grid:
0,-13,9,0,0
1,-13,8,0,0
2,-13,7,0,0
3,-13,6,0,0
1348,-13,6,1,1
4,-13,5,0,0
1347,-13,5,1,1
5,-13,4,0,0
1346,-13,4,1,1
6,-13,3,0,0
1345,-13,3,1,1
7,-13,2,0,0
1344,-13,2,1,1
8,-13,1,0,0
1343,-13,1,1,1
9,-13,0,0,0
1342,-13,0,1,1
10,-13,-1,0,0
1341,-13,-1,1,1
11,-13,-2,0,0
1340,-13,-2,1,1
12,-13,-3,0,0
1339,-13,-3,1,1
13,-13,-4,0,0
1338,-13,-4,1,1
14,-13,-5,0,0
1337,-13,-5,1,1
15,-13,-6,0,0
1336,-13,-6,1,1
16,-13,-7,0,0
1335,-13,-7,1,1
17,-13,-8,0,0
1334,-13,-8,1,1
18,-13,-9,0,0
1333,-13,-9,1,1
19,-13,-10,0,0
1332,-13,-10,1,1
20,-13,-11,0,0
1331,-13,-11,1,1
21,-13,-12,0,0
1355,-13,-12,1,1
22,-13,-13,0,0
1356,-13,-13,1,1
23,-13,-14,0,0
1357,-13,-14,1,1
24,-13,-15,0,0
1358,-13,-15,1,1
25,-13,-16,0,0
1359,-13,-16,1,1
26,-12,-16,0,0
1360,-12,-16,1,1
27,-11,-16,0,0
1361,-11,-16,1,1
28,-10,-16,0,0
1362,-10,-16,1,1
29,-9,-16,0,0
1363,-9,-16,1,1
30,-8,-16,0,0
1364,-8,-16,1,1
31,-7,-16,0,0
1324,-7,-16,1,1
32,-6,-16,0,0
1323,-6,-16,1,1
33,-5,-16,0,0
1322,-5,-16,1,1
34,-4,-16,0,0
1321,-4,-16,1,1
35,-3,-16,0,0
1320,-3,-16,1,1
36,-2,-16,0,0
1319,-2,-16,1,1
37,-1,-16,0,0
1365,-1,-16,1,1
38,0,-16,0,0
1366,0,-16,1,1
39,1,-16,0,0
1367,1,-16,1,1
40,2,-16,0,0
1368,2,-16,1,1
41,3,-16,0,0
1369,3,-16,1,1
42,4,-16,0,0
1370,4,-16,1,1
43,5,-16,0,0
1371,5,-16,1,1
44,6,-16,0,0
1372,6,-16,1,1
45,7,-16,0,0
1373,7,-16,1,1
46,8,-16,0,0
1301,8,-16,1,1
47,9,-16,0,0
1374,9,-16,1,1
48,10,-16,0,0
1375,10,-16,1,1
49,11,-16,0,0
1376,11,-16,1,1
50,12,-16,0,0
1377,12,-16,1,1
51,13,-16,0,0
1378,13,-16,1,1
52,14,-16,0,0
1300,14,-16,1,1
53,15,-16,0,0
1299,15,-16,1,1
54,16,-16,0,0
1298,16,-16,1,1
55,17,-16,0,0
1297,17,-16,1,1
56,18,-16,0,0
1379,18,-16,1,1
57,19,-16,0,0
1380,19,-16,1,1
58,20,-16,0,0
1381,20,-16,1,1
59,21,-16,0,0
1382,21,-16,1,1
60,22,-16,0,0
1383,22,-16,1,1
61,22,-15,0,0
1384,22,-15,1,1
62,22,-14,0,0
1385,22,-14,1,1
63,22,-13,0,0
1386,22,-13,1,1
64,22,-12,0,0
1387,22,-12,1,1
65,22,-11,0,0
1291,22,-11,1,1
66,22,-10,0,0
1388,22,-10,1,1
67,22,-9,0,0
1389,22,-9,1,1
68,22,-8,0,0
1201,22,-8,1,1
69,22,-7,0,0
1200,22,-7,1,1
70,22,-6,0,0
1199,22,-6,1,1
71,22,-5,0,0
1198,22,-5,1,1
72,22,-4,0,0
1197,22,-4,1,1
73,22,-3,0,0
1196,22,-3,1,1
74,22,-2,0,0
1195,22,-2,1,1
75,22,-1,0,0
1194,22,-1,1,1
76,22,0,0,0
1390,22,0,1,1
77,22,1,0,0
1391,22,1,1,1
78,22,2,0,0
1392,22,2,1,1
79,22,3,0,0
1393,22,3,1,1
80,22,4,0,0
1394,22,4,1,1
81,22,5,0,0
1395,22,5,1,1
82,22,6,0,0
1396,22,6,1,1
83,22,7,0,0
1397,22,7,1,1
84,22,8,0,0
1398,22,8,1,1
85,22,9,0,0
1399,22,9,1,1
86,21,9,0,0
1400,21,9,1,1
87,20,9,0,0
1401,20,9,1,1
88,19,9,0,0
1402,19,9,1,1
89,18,9,0,0
1403,18,9,1,1
90,17,9,0,0
1404,17,9,1,1
91,16,9,0,0
1405,16,9,1,1
92,15,9,0,0
1406,15,9,1,1
93,14,9,0,0
1407,14,9,1,1
94,13,9,0,0
1176,13,9,1,1
95,13,8,0,0
1177,13,8,1,1
96,13,7,0,0
1178,13,7,1,1
97,13,6,0,0
1179,13,6,1,1
98,-12,9,0,0
99,-11,9,0,0
1427,-11,9,1,1
100,-10,9,0,0
1290,-10,9,1,1
101,-9,9,0,0
1426,-9,9,1,1
102,-8,9,0,0
1425,-8,9,1,1
103,-7,9,0,0
1288,-7,9,1,1
104,-6,9,0,0
1424,-6,9,1,1
105,-5,9,0,0
1423,-5,9,1,1
106,-4,9,0,0
1422,-4,9,1,1
107,-4,8,0,0
1421,-4,8,1,1
108,-4,7,0,0
1420,-4,7,1,1
109,-4,6,0,0
1419,-4,6,1,1
110,-3,6,0,0
111,-2,6,0,0
1256,-2,6,1,1
112,-1,6,0,0
1418,-1,6,1,1
